ID,SKU,NOMBRE,DESCRIPCION,UNIDAD,CATEGORIA
5087,"ALIM-002","Café soluble 400g","Instantáneo","BOTE","Alimentos y bebidas"
5123,"ALIM-002","Café soluble bote 400g","Café instantáneo","BOTE","Alimentos y bebidas"
5088,"ALIM-003","Servicio comida cuadrilla","Trabajadores","SERVICIO","Alimentos y bebidas"
6062,"ANDA-0013","Abrazadera andamio fija","Union","PIEZA","Andamios y equipo"
6061,"ANDA-0012","Abrazadera andamio giratoria","Union","PIEZA","Andamios y equipo"
6050,"ANDA-0001","Andamio tubular marco 1.50x1.00m","Galvanizado","PIEZA","Andamios y equipo"
6051,"ANDA-0002","Andamio tubular marco 1.50x1.50m","Galvanizado","PIEZA","Andamios y equipo"
6052,"ANDA-0003","Andamio tubular marco 2.00x1.00m","Galvanizado","PIEZA","Andamios y equipo"
6070,"ANDA-0021","Banco de trabajo plegable","Ajustable","PIEZA","Andamios y equipo"
6058,"ANDA-0009","Base niveladora andamio","Ajustable","PIEZA","Andamios y equipo"
6077,"ANDA-0028","Bugui para concreto 6 pies3","Llanta neumatica","PIEZA","Andamios y equipo"
6071,"ANDA-0022","Burro metalico plegable par","Para tablones","PAR","Andamios y equipo"
6072,"ANDA-0023","Caballete metalico reforzado par","Industrial","PAR","Andamios y equipo"
6075,"ANDA-0026","Carretilla de mano 5 pies3","Llanta neumatica","PIEZA","Andamios y equipo"
6076,"ANDA-0027","Carretilla de mano 6 pies3","Reforzada","PIEZA","Andamios y equipo"
6053,"ANDA-0004","Cruceta andamio 1.50m","Diagonal","PIEZA","Andamios y equipo"
6054,"ANDA-0005","Cruceta andamio 2.00m","Diagonal","PIEZA","Andamios y equipo"
6073,"ANDA-0024","Diablo de carga 300kg","Llanta neumatica","PIEZA","Andamios y equipo"
6074,"ANDA-0025","Diablo de carga 500kg","Industrial","PIEZA","Andamios y equipo"
6065,"ANDA-0016","Escalera aluminio 10 peldaños","Tijera","PIEZA","Andamios y equipo"
6063,"ANDA-0014","Escalera aluminio 6 peldaños","Tijera","PIEZA","Andamios y equipo"
6064,"ANDA-0015","Escalera aluminio 8 peldaños","Tijera","PIEZA","Andamios y equipo"
6060,"ANDA-0011","Escalera andamio interior","Acceso","PIEZA","Andamios y equipo"
6066,"ANDA-0017","Escalera extension aluminio 24 peldaños","7.3m","PIEZA","Andamios y equipo"
6067,"ANDA-0018","Escalera extension aluminio 32 peldaños","9.7m","PIEZA","Andamios y equipo"
6068,"ANDA-0019","Escalera extension fibra vidrio 24 peldaños","Dielectrica","PIEZA","Andamios y equipo"
6069,"ANDA-0020","Escalera multiposiciones aluminio","4x4","PIEZA","Andamios y equipo"
6085,"ANDA-0036","Eslinga poliester 2 toneladas 3m","Ojo-ojo","PIEZA","Andamios y equipo"
6086,"ANDA-0037","Eslinga poliester 4 toneladas 4m","Ojo-ojo","PIEZA","Andamios y equipo"
6087,"ANDA-0038","Estrobo cable acero 1/2 pulgada 3m","6x19","PIEZA","Andamios y equipo"
6089,"ANDA-0040","Gancho giratorio 2 toneladas","Con seguro","PIEZA","Andamios y equipo"
6078,"ANDA-0029","Gato hidraulico botella 12 ton","Para carga","PIEZA","Andamios y equipo"
6079,"ANDA-0030","Gato hidraulico patin 3 ton","Para vehiculos","PIEZA","Andamios y equipo"
6088,"ANDA-0039","Grillete 3/4 pulgada","Tipo ancla","PIEZA","Andamios y equipo"
6083,"ANDA-0034","Malacate electrico 500kg","Monofasico","PIEZA","Andamios y equipo"
6055,"ANDA-0006","Plataforma andamio madera 2.00x0.30m","Entarimado","PIEZA","Andamios y equipo"
6056,"ANDA-0007","Plataforma andamio metalica 2.00x0.30m","Antiderrapante","PIEZA","Andamios y equipo"
6080,"ANDA-0031","Polipasto cadena 1 tonelada","Manual","PIEZA","Andamios y equipo"
6081,"ANDA-0032","Polipasto cadena 2 toneladas","Manual","PIEZA","Andamios y equipo"
6057,"ANDA-0008","Rodapie andamio 2.00m","Proteccion","PIEZA","Andamios y equipo"
6059,"ANDA-0010","Rueda para andamio con freno","8 pulgadas","PIEZA","Andamios y equipo"
6084,"ANDA-0035","Tecle rachet 1.5 toneladas","Palanca","PIEZA","Andamios y equipo"
6082,"ANDA-0033","Tirfor 1.5 toneladas","Con cable","PIEZA","Andamios y equipo"
5261,"CAFE-0027","Agitador para cafe paq 500","De madera","PAQUETE","Cafeteria"
5263,"CAFE-0029","Agua embotellada 1L","Botella","PIEZA","Cafeteria"
5262,"CAFE-0028","Agua embotellada 500ml","Botella individual","PIEZA","Cafeteria"
5264,"CAFE-0030","Agua garrafon 20L","Para dispensador","PIEZA","Cafeteria"
5242,"CAFE-0008","Azucar estandar 1kg","Azucar refinada","BOLSA","Cafeteria"
5243,"CAFE-0009","Azucar estandar 5kg","Azucar refinada","BOLSA","Cafeteria"
5244,"CAFE-0010","Azucar sobres caja 200","Sobres individuales","CAJA","Cafeteria"
5238,"CAFE-0004","Cafe de grano 1kg","Para molino","BOLSA","Cafeteria"
5237,"CAFE-0003","Cafe molido 500g","Para cafetera","BOLSA","Cafeteria"
5235,"CAFE-0001","Cafe soluble 200g","Nescafe o similar","PIEZA","Cafeteria"
5236,"CAFE-0002","Cafe soluble 400g","Nescafe o similar","PIEZA","Cafeteria"
5250,"CAFE-0016","Chocolate en polvo 400g","Chocolate caliente","PIEZA","Cafeteria"
5246,"CAFE-0012","Crema para cafe 400g","Coffee Mate o similar","PIEZA","Cafeteria"
5247,"CAFE-0013","Crema para cafe sobres caja 100","Individuales","CAJA","Cafeteria"
5256,"CAFE-0022","Cuchara plastica paq 100","Desechable","PAQUETE","Cafeteria"
5258,"CAFE-0024","Cuchillo plastico paq 100","Desechable","PAQUETE","Cafeteria"
5270,"CAFE-0036","Filtros para cafetera No.4 paq 100","De papel","PAQUETE","Cafeteria"
5267,"CAFE-0033","Galletas Marias paq 500g","Clasicas","PAQUETE","Cafeteria"
5266,"CAFE-0032","Galletas surtidas paq 400g","Para cafe","PAQUETE","Cafeteria"
5249,"CAFE-0015","Leche condensada 390g","Lata","PIEZA","Cafeteria"
5248,"CAFE-0014","Leche evaporada 360ml","Lata","PIEZA","Cafeteria"
5273,"CAFE-0039","Mantequilla 90g","Barra","PIEZA","Cafeteria"
5272,"CAFE-0038","Mermelada fresa 270g","Para pan","PIEZA","Cafeteria"
5271,"CAFE-0037","Miel de abeja 500g","Natural","PIEZA","Cafeteria"
5268,"CAFE-0034","Pan de caja blanco","Bimbo o similar","PIEZA","Cafeteria"
5269,"CAFE-0035","Pan de caja integral","Bimbo o similar","PIEZA","Cafeteria"
5259,"CAFE-0025","Plato plastico 9 pulgadas paq 25","Desechable","PAQUETE","Cafeteria"
5265,"CAFE-0031","Refresco lata 355ml","Coca Cola o similar","PIEZA","Cafeteria"
5274,"CAFE-0040","Sal de mesa 1kg","Sal fina","PIEZA","Cafeteria"
5260,"CAFE-0026","Servilleta cuadrada paq 500","Blanca","PAQUETE","Cafeteria"
5245,"CAFE-0011","Splenda sobres caja 100","Sustituto azucar","CAJA","Cafeteria"
5255,"CAFE-0021","Tapa para vaso termico paq 50","Con orificio","PAQUETE","Cafeteria"
5241,"CAFE-0007","Te manzanilla caja 25 sobres","Infusion","CAJA","Cafeteria"
5239,"CAFE-0005","Te negro caja 25 sobres","Te Lipton o similar","CAJA","Cafeteria"
5240,"CAFE-0006","Te verde caja 25 sobres","Te verde","CAJA","Cafeteria"
5257,"CAFE-0023","Tenedor plastico paq 100","Desechable","PAQUETE","Cafeteria"
5254,"CAFE-0020","Vaso plastico 12oz paq 50","Transparente","PAQUETE","Cafeteria"
5253,"CAFE-0019","Vaso plastico 7oz paq 50","Transparente","PAQUETE","Cafeteria"
5252,"CAFE-0018","Vaso termico 12oz paq 50","Para cafe grande","PAQUETE","Cafeteria"
5251,"CAFE-0017","Vaso termico 8oz paq 50","Para cafe","PAQUETE","Cafeteria"
6123,"CERR-0034","Bisagra bandera 3 pulgadas par","Desmontable","PAR","Cerrajeria"
6120,"CERR-0031","Bisagra libro 3 pulgadas par","Acero","PAR","Cerrajeria"
6121,"CERR-0032","Bisagra libro 3.5 pulgadas par","Acero","PAR","Cerrajeria"
6122,"CERR-0033","Bisagra libro 4 pulgadas par","Acero","PAR","Cerrajeria"
6126,"CERR-0037","Bisagra piano cromada metro","Continua","METRO","Cerrajeria"
6125,"CERR-0036","Bisagra resorte doble accion","Vaiven","PIEZA","Cerrajeria"
6124,"CERR-0035","Bisagra resorte simple accion","Cierre automatico","PIEZA","Cerrajeria"
6116,"CERR-0027","Cadena galvanizada 5mm metro","Para candado","METRO","Cerrajeria"
6117,"CERR-0028","Cadena galvanizada 8mm metro","Uso rudo","METRO","Cerrajeria"
6113,"CERR-0024","Candado alta seguridad 60mm","Acero","PIEZA","Cerrajeria"
6114,"CERR-0025","Candado combinacion 3 digitos","Sin llave","PIEZA","Cerrajeria"
6115,"CERR-0026","Candado combinacion 4 digitos","Sin llave","PIEZA","Cerrajeria"
6110,"CERR-0021","Candado laton 30mm","Con llave","PIEZA","Cerrajeria"
6111,"CERR-0022","Candado laton 40mm","Con llave","PIEZA","Cerrajeria"
6112,"CERR-0023","Candado laton 50mm","Con llave","PIEZA","Cerrajeria"
6090,"CERR-0001","Cerradura cilindrica entrada","Con llave","PIEZA","Cerrajeria"
6093,"CERR-0004","Cerradura cilindrica oficina","Doble seguro","PIEZA","Cerrajeria"
6091,"CERR-0002","Cerradura cilindrica paso","Sin llave","PIEZA","Cerrajeria"
6092,"CERR-0003","Cerradura cilindrica privacidad","Para baño","PIEZA","Cerrajeria"
6095,"CERR-0006","Cerradura digital huella","Biometrica","PIEZA","Cerrajeria"
6094,"CERR-0005","Cerradura digital teclado","Electronica","PIEZA","Cerrajeria"
6100,"CERR-0011","Cerradura embutir","Para perfil","PIEZA","Cerrajeria"
6103,"CERR-0014","Cerradura para cancel","Multipunto","PIEZA","Cerrajeria"
6101,"CERR-0012","Cerradura puerta corrediza","Con gancho","PIEZA","Cerrajeria"
6102,"CERR-0013","Cerradura puerta vidrio","Aluminio","PIEZA","Cerrajeria"
6098,"CERR-0009","Cerradura sobreponer derecha","Alta seguridad","PIEZA","Cerrajeria"
6099,"CERR-0010","Cerradura sobreponer izquierda","Alta seguridad","PIEZA","Cerrajeria"
6097,"CERR-0008","Cerrojo doble","Interior/exterior","PIEZA","Cerrajeria"
6096,"CERR-0007","Cerrojo sencillo","Con llave","PIEZA","Cerrajeria"
6127,"CERR-0038","Cierrapuertas hidraulico mediano","45-65kg","PIEZA","Cerrajeria"
6128,"CERR-0039","Cierrapuertas hidraulico pesado","65-85kg","PIEZA","Cerrajeria"
6118,"CERR-0029","Cilindro para cerradura","Repuesto","PIEZA","Cerrajeria"
6119,"CERR-0030","Llave duplicado","Corte","PIEZA","Cerrajeria"
6106,"CERR-0017","Manija tipo bola cromada","Clasica","PIEZA","Cerrajeria"
6105,"CERR-0016","Manija tipo palanca acero inox","Satinada","PIEZA","Cerrajeria"
6108,"CERR-0019","Pasador tubular 4 pulgadas","Cromado","PIEZA","Cerrajeria"
6109,"CERR-0020","Pasador tubular 6 pulgadas","Cromado","PIEZA","Cerrajeria"
6107,"CERR-0018","Picaporte de bola","Laton","PIEZA","Cerrajeria"
6129,"CERR-0040","Tope puerta piso acero inox","Con goma","PIEZA","Cerrajeria"
4647,"COMB-2060","- Diesel Retro CAT","- Diesel Retro CAT","PIEZA","Combustibles y lubricantes"
4644,"COMB-2057","- Diesel Retro JCB","- Diesel Retro JCB","PIEZA","Combustibles y lubricantes"
4648,"COMB-2061","- Mini cargador","- Mini cargador","PIEZA","Combustibles y lubricantes"
2596,"COMB-0009","Aceite 10W-30 CI-4 cubeta","Motor diesel CI-4","CUBETA_19L","Combustibles y lubricantes"
2597,"COMB-0010","Aceite 10W-30 CI-4 tambor","Motor diesel CI-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2598,"COMB-0011","Aceite 10W-30 CK-4 cubeta","Motor diesel CK-4","CUBETA_19L","Combustibles y lubricantes"
2599,"COMB-0012","Aceite 10W-30 CK-4 tambor","Motor diesel CK-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2600,"COMB-0013","Aceite 10W-40 CI-4 cubeta","Motor diesel CI-4","CUBETA_19L","Combustibles y lubricantes"
2601,"COMB-0014","Aceite 10W-40 CI-4 tambor","Motor diesel CI-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2602,"COMB-0015","Aceite 10W-40 CK-4 cubeta","Motor diesel CK-4","CUBETA_19L","Combustibles y lubricantes"
2603,"COMB-0016","Aceite 10W-40 CK-4 tambor","Motor diesel CK-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2592,"COMB-0005","Aceite 15W-40 CI-4 cubeta","Motor diesel CI-4","CUBETA_19L","Combustibles y lubricantes"
2593,"COMB-0006","Aceite 15W-40 CI-4 tambor","Motor diesel CI-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2594,"COMB-0007","Aceite 15W-40 CK-4 cubeta","Motor diesel CK-4","CUBETA_19L","Combustibles y lubricantes"
2595,"COMB-0008","Aceite 15W-40 CK-4 tambor","Motor diesel CK-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2711,"COMB-0124","Aceite 2 tiempos cubeta","Aceite para motores pequeños","CUBETA_19L","Combustibles y lubricantes"
2604,"COMB-0017","Aceite 20W-50 CI-4 cubeta","Motor diesel CI-4","CUBETA_19L","Combustibles y lubricantes"
2605,"COMB-0018","Aceite 20W-50 CI-4 tambor","Motor diesel CI-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2606,"COMB-0019","Aceite 20W-50 CK-4 cubeta","Motor diesel CK-4","CUBETA_19L","Combustibles y lubricantes"
2607,"COMB-0020","Aceite 20W-50 CK-4 tambor","Motor diesel CK-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2608,"COMB-0021","Aceite 5W-40 CI-4 cubeta","Motor diesel CI-4","CUBETA_19L","Combustibles y lubricantes"
2609,"COMB-0022","Aceite 5W-40 CI-4 tambor","Motor diesel CI-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2610,"COMB-0023","Aceite 5W-40 CK-4 cubeta","Motor diesel CK-4","CUBETA_19L","Combustibles y lubricantes"
2611,"COMB-0024","Aceite 5W-40 CK-4 tambor","Motor diesel CK-4 tambor","TAMBOR_200L","Combustibles y lubricantes"
2628,"COMB-0041","Aceite 75W-90 GL-5 cubeta","EP diferenciales 75W-90","CUBETA_19L","Combustibles y lubricantes"
2629,"COMB-0042","Aceite 75W-90 GL-5 tambor","GL-5 75W-90 tambor","TAMBOR_200L","Combustibles y lubricantes"
2630,"COMB-0043","Aceite 80W-90 GL-5 cubeta","EP diferenciales 80W-90","CUBETA_19L","Combustibles y lubricantes"
2631,"COMB-0044","Aceite 80W-90 GL-5 tambor","GL-5 80W-90 tambor","TAMBOR_200L","Combustibles y lubricantes"
2632,"COMB-0045","Aceite 85W-140 GL-5 cubeta","EP diferenciales 85W-140","CUBETA_19L","Combustibles y lubricantes"
2633,"COMB-0046","Aceite 85W-140 GL-5 tambor","GL-5 85W-140 tambor","TAMBOR_200L","Combustibles y lubricantes"
2710,"COMB-0123","Aceite cadena motosierra cubeta","Aceite para cadena","CUBETA_19L","Combustibles y lubricantes"
2708,"COMB-0121","Aceite compresor piston cubeta","Aceite para reciprocantes","CUBETA_19L","Combustibles y lubricantes"
2709,"COMB-0122","Aceite compresor tornillo cubeta","Aceite para rotatorios","CUBETA_19L","Combustibles y lubricantes"
4591,"COMB-2004","Aceite de 2 tiempos","Aceite de 2 tiempos","PIEZA","Combustibles y lubricantes"
2618,"COMB-0031","Aceite hidraulico ISO 100 cubeta","Sistemas hidraulicos ISO 100","CUBETA_19L","Combustibles y lubricantes"
2619,"COMB-0032","Aceite hidraulico ISO 100 tambor","ISO 100 alto volumen","TAMBOR_200L","Combustibles y lubricantes"
2620,"COMB-0033","Aceite hidraulico ISO 150 cubeta","Sistemas hidraulicos ISO 150","CUBETA_19L","Combustibles y lubricantes"
2621,"COMB-0034","Aceite hidraulico ISO 150 tambor","ISO 150 alto volumen","TAMBOR_200L","Combustibles y lubricantes"
2612,"COMB-0025","Aceite hidraulico ISO 32 cubeta","Sistemas hidraulicos ISO 32","CUBETA_19L","Combustibles y lubricantes"
2613,"COMB-0026","Aceite hidraulico ISO 32 tambor","ISO 32 alto volumen","TAMBOR_200L","Combustibles y lubricantes"
2614,"COMB-0027","Aceite hidraulico ISO 46 cubeta","Sistemas hidraulicos ISO 46","CUBETA_19L","Combustibles y lubricantes"
2615,"COMB-0028","Aceite hidraulico ISO 46 tambor","ISO 46 alto volumen","TAMBOR_200L","Combustibles y lubricantes"
2616,"COMB-0029","Aceite hidraulico ISO 68 cubeta","Sistemas hidraulicos ISO 68","CUBETA_19L","Combustibles y lubricantes"
2617,"COMB-0030","Aceite hidraulico ISO 68 tambor","ISO 68 alto volumen","TAMBOR_200L","Combustibles y lubricantes"
2707,"COMB-0120","Aceite martillo hidraulico cubeta","Aceite para rompedores","CUBETA_19L","Combustibles y lubricantes"
5091,"COMB-003","Aceite motor 15W-40","Aceite para motor diesel","CUBETA","Combustibles y lubricantes"
4382,"COMB-1795","Aceite motor variante -105","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4372,"COMB-1785","Aceite motor variante -115","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4362,"COMB-1775","Aceite motor variante -125","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4352,"COMB-1765","Aceite motor variante -135","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4342,"COMB-1755","Aceite motor variante -145","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4472,"COMB-1885","Aceite motor variante -15","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4332,"COMB-1745","Aceite motor variante -155","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4322,"COMB-1735","Aceite motor variante -165","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4312,"COMB-1725","Aceite motor variante -175","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4302,"COMB-1715","Aceite motor variante -185","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4292,"COMB-1705","Aceite motor variante -195","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4282,"COMB-1695","Aceite motor variante -205","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4272,"COMB-1685","Aceite motor variante -215","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4262,"COMB-1675","Aceite motor variante -225","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4252,"COMB-1665","Aceite motor variante -235","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4242,"COMB-1655","Aceite motor variante -245","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4462,"COMB-1875","Aceite motor variante -25","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4232,"COMB-1645","Aceite motor variante -255","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4222,"COMB-1635","Aceite motor variante -265","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4212,"COMB-1625","Aceite motor variante -275","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4202,"COMB-1615","Aceite motor variante -285","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4192,"COMB-1605","Aceite motor variante -295","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4182,"COMB-1595","Aceite motor variante -305","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4172,"COMB-1585","Aceite motor variante -315","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4162,"COMB-1575","Aceite motor variante -325","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4152,"COMB-1565","Aceite motor variante -335","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4142,"COMB-1555","Aceite motor variante -345","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4452,"COMB-1865","Aceite motor variante -35","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4132,"COMB-1545","Aceite motor variante -355","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4122,"COMB-1535","Aceite motor variante -365","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4112,"COMB-1525","Aceite motor variante -375","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4102,"COMB-1515","Aceite motor variante -385","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4092,"COMB-1505","Aceite motor variante -395","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4082,"COMB-1495","Aceite motor variante -405","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4072,"COMB-1485","Aceite motor variante -415","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4062,"COMB-1475","Aceite motor variante -425","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4052,"COMB-1465","Aceite motor variante -435","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4042,"COMB-1455","Aceite motor variante -445","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4442,"COMB-1855","Aceite motor variante -45","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4032,"COMB-1445","Aceite motor variante -455","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4022,"COMB-1435","Aceite motor variante -465","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4012,"COMB-1425","Aceite motor variante -475","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4002,"COMB-1415","Aceite motor variante -485","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3992,"COMB-1405","Aceite motor variante -495","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4482,"COMB-1895","Aceite motor variante -5","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3982,"COMB-1395","Aceite motor variante -505","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3972,"COMB-1385","Aceite motor variante -515","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3962,"COMB-1375","Aceite motor variante -525","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3952,"COMB-1365","Aceite motor variante -535","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3942,"COMB-1355","Aceite motor variante -545","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4432,"COMB-1845","Aceite motor variante -55","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3932,"COMB-1345","Aceite motor variante -555","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3922,"COMB-1335","Aceite motor variante -565","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3912,"COMB-1325","Aceite motor variante -575","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3902,"COMB-1315","Aceite motor variante -585","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3892,"COMB-1305","Aceite motor variante -595","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3882,"COMB-1295","Aceite motor variante -605","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3872,"COMB-1285","Aceite motor variante -615","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3862,"COMB-1275","Aceite motor variante -625","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3852,"COMB-1265","Aceite motor variante -635","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3842,"COMB-1255","Aceite motor variante -645","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4422,"COMB-1835","Aceite motor variante -65","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3832,"COMB-1245","Aceite motor variante -655","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3822,"COMB-1235","Aceite motor variante -665","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3812,"COMB-1225","Aceite motor variante -675","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3802,"COMB-1215","Aceite motor variante -685","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3792,"COMB-1205","Aceite motor variante -695","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3782,"COMB-1195","Aceite motor variante -705","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3772,"COMB-1185","Aceite motor variante -715","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3762,"COMB-1175","Aceite motor variante -725","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3752,"COMB-1165","Aceite motor variante -735","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3742,"COMB-1155","Aceite motor variante -745","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4412,"COMB-1825","Aceite motor variante -75","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3732,"COMB-1145","Aceite motor variante -755","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3722,"COMB-1135","Aceite motor variante -765","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3712,"COMB-1125","Aceite motor variante -775","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3702,"COMB-1115","Aceite motor variante -785","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3692,"COMB-1105","Aceite motor variante -795","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3682,"COMB-1095","Aceite motor variante -805","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3672,"COMB-1085","Aceite motor variante -815","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3662,"COMB-1075","Aceite motor variante -825","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3652,"COMB-1065","Aceite motor variante -835","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3642,"COMB-1055","Aceite motor variante -845","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4402,"COMB-1815","Aceite motor variante -85","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3632,"COMB-1045","Aceite motor variante -855","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3622,"COMB-1035","Aceite motor variante -865","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3612,"COMB-1025","Aceite motor variante -875","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3602,"COMB-1015","Aceite motor variante -885","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3592,"COMB-1005","Aceite motor variante -895","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3582,"COMB-0995","Aceite motor variante -905","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3572,"COMB-0985","Aceite motor variante -915","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3562,"COMB-0975","Aceite motor variante -925","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3552,"COMB-0965","Aceite motor variante -935","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
3542,"COMB-0955","Aceite motor variante -945","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4392,"COMB-1805","Aceite motor variante -95","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4502,"COMB-1915","Aceite motor variante 15","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4512,"COMB-1925","Aceite motor variante 25","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4522,"COMB-1935","Aceite motor variante 35","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4532,"COMB-1945","Aceite motor variante 45","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
4492,"COMB-1905","Aceite motor variante 5","Aceite multiusos","CUBETA_19L","Combustibles y lubricantes"
